Nombre;Marca;Precio_actual;Precio_antiguo;Precio_Oh;SKU;Categoria;Enlace;Stock;Imagen_URL
TELEVISOR SMART TV SAMSUNG LED 50 DU8000;SAMSUNG;1.599;1.799;;11878058;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-samsung-led-50-du8000-101502792/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590282-290-290/imageUrl_1.jpg?v=638866893760530000
TELEVISOR PANASONIC 32 HD LCD ANDROID TC-32MS600P;PANASONIC;779;999;;11878056;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-panasonic-32-hd-lcd-android-tc-32ms600p-101502790/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590275-290-290/imageUrl_1.jpg?v=638866893758500000
"Televisor TCL 50"" 50c655  QLED Google TV 4K Ultra HD";TCL;1.469;1.999;;11878054;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-tcl-50-50c655-qled-google-tv-4k-ultra-hd-101502788/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590263-290-290/imageUrl_1.jpg?v=638866893756700000
TELEVISOR SMART TV SAMSUNG QLED 82 QN82Q60RAG;SAMSUNG;6.539;7.999;;11878051;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-smart-tv-samsung-qled-82-qn82q60rag-101502785/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590246-290-290/imageUrl_1.jpg?v=638866893753100000
Televisor TCL 32 FHD Google TV 32S5400AF;TCL;689;799;;11878047;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-tcl-32-fhd-google-tv-32s5400af-101502781/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590242-290-290/imageUrl_1.jpg?v=638866893752000000
Televisor HYUNDAI 43 FHD 4K Smart Tv HYLED4324TM;HYUNDAI;879;1.299;;11878045;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hyundai-43-fhd-4k-smart-tv-hyled4324tm-101502779/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590230-290-290/imageUrl_1.jpg?v=638866893749700000
Televisor HYUNDAI 50 UHD 4K Smart Tv HYLED5022W4KM;HYUNDAI;1.199;1.799;;11878040;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hyundai-50-uhd-4k-smart-tv-hyled5022w4km-101502774/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590214-290-290/imageUrl_1.jpg?v=638866893741900000
Televisor Philips 50 LED 4K UHD Smart 50PUD7406;PHILIPS;1.389;1.799;;11878036;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-philips-50-led-4k-uhd-smart-50pud7406-101502770/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590202-290-290/imageUrl_1.jpg?v=638866893737670000
Televisor Samsung LED 43 Crystal UHD 4K UN43DU7000G;SAMSUNG;1.299;1.388;;11878034;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-samsung-led-43-crystal-uhd-4k-un43du7000g-101502768/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590191-290-290/imageUrl_1.jpg?v=638866893732570000
Televisor Hisense Qled 75 75q6n 4k Google Tv;HISENSE;3.599;3.999;;11878028;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hisense-qled-75-75q6n-4k-google-tv-101502762/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31590172-290-290/imageUrl_1.jpg?v=638866893718570000
TELEVISOR PHILIPS 55 SMART TV LED 4K UHD 55PUD7406 ANDROID;PHILIPS;1.579;1.899;;11877930;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-philips-55-smart-tv-led-4k-uhd-55pud7406-android-101502664/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31589818-290-290/imageUrl_1.jpg?v=638866893511400000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300;LG;1.509;1.809;;11877853;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-101502587/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31589589-290-290/imageUrl_1.jpg?v=638866893195130000
Televisor Smart 55” Crystal DU8000 UN55DU8000;SAMSUNG;1.599;1.799;;11877795;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-smart-55-crystal-du8000-un55du8000-101502529/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31589470-290-290/imageUrl_1.jpg?v=638866893045400000
Televisor Smart 65” Crystal DU8200 UN65DU8200KXZL;SAMSUNG;2.699;2.899;;11877762;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-smart-65-crystal-du8200-un65du8200kxzl-101502496/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31589409-290-290/imageUrl_1.jpg?v=638866892970600000
"Televisor de 43"" (2024) Smart TV UHD 4K LG 43UT7300PSA";LG;1.431;2.599;;11875947;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-de-43-2024-smart-tv-uhd-4k-lg-43ut7300psa-101500681/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31580465-290-290/image-b0c679395a0e424b8f6ece785e34e69b.jpg?v=638866569149000000
"Televisor de 50"" (2024) Smart TV UHD 4K LG 50UT7300PSA";LG;1.285;2.599;;11875946;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-de-50-2024-smart-tv-uhd-4k-lg-50ut7300psa-101500680/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31580460-290-290/image-da57d9ce60d04d518b93d35c62cc617a.jpg?v=638866569104630000
Televisor LG LED HD Smart 32 32LQ600BPSA;LG;969;1.199;;11875505;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-led-hd-smart-32-32lq600bpsa-101500239/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31578020-290-290/image-0.jpg?v=638866353195200000
Televisor LG Smart TV 65 LED 4K UHD 65UT7300PSA;LG;2.009;2.899;;11875150;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-smart-tv-65-led-4k-uhd-65ut7300psa-101499884/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31576047-290-290/image-0.jpg?v=638866301169430000
Televisor JVC 40 FHD Android Tv LT-40KB327;GENÉRICO;689;969;;11875146;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-jvc-40-fhd-android-tv-lt-40kb327-101499880/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31576028-290-290/imageUrl_1.jpg?v=638866301155100000
"TELEVISOR HISENSE 40"" 40A4K SMART TV  FULL HD";HISENSE;679;1.099;;11874867;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hisense-40-40a4k-smart-tv-full-hd-101499601/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574490-290-290/imageUrl_1.jpg?v=638866033799000000
Televisor JVC LED 43 FHD Google TV Os LT-43KM348;JVC;849;1.009;;11874855;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-jvc-led-43-fhd-google-tv-os-lt-43km348-101499589/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574461-290-290/imageUrl_1.jpg?v=638866032777930000
TELEVISOR SMART TV LG FULL HD 43 43LR6000PSA FHD;LG;1.149;1.539;;11874838;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-lg-full-hd-43-43lr6000psa-fhd-101499572/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574423-290-290/imageUrl_1.jpg?v=638866032206600000
"TELEVISOR TCL 43"" 43P635 SMART TV  4K ULTRA HD GOOGLE TV";TCL;849;1.199;;11874802;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-tcl-43-43p635-smart-tv-4k-ultra-hd-google-tv-101499536/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574334-290-290/imageUrl_1.jpg?v=638866031415400000
TELEVISOR LG 50'' 50UT7300PSA SMART TV LED 4K UHD;LG;1.299;1.699;;11874789;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-50-50ut7300psa-smart-tv-led-4k-uhd-101499523/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574317-290-290/imageUrl_1.jpg?v=638866031137000000
"TELEVISOR SAMSUNG 43"" UN43DU7000G  Crystal UHD 4K Smart TV";SAMSUNG;1.119;1.499;;11874700;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-43-un43du7000g-crystal-uhd-4k-smart-tv-101499434/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574100-290-290/imageUrl_1.jpg?v=638866030384770000
"TELEVISOR SAMSUNG 50"" UN50DU7000G  Crystal UHD 4K Smart TV";SAMSUNG;1.349;1.799;;11874691;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-50-un50du7000g-crystal-uhd-4k-smart-tv-101499425/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574080-290-290/imageUrl_1.jpg?v=638866030364370000
TV LG 50 UHD 4K Smart ThinQ AI Smart 50UT7300PSA;LG;1.249;2.199;;11874665;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/tv-lg-50-uhd-4k-smart-thinq-ai-smart-50ut7300psa-101499399/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31574012-290-290/imageUrl_1.jpg?v=638866030295570000
Televisor LG Smart TV 65 LED 4K UHD 65UT7300PSA;LG;1.999;3.199;;11874584;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-smart-tv-65-led-4k-uhd-65ut7300psa-101499318/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573786-290-290/imageUrl_1.jpg?v=638866029914430000
Televisor Samsung 65 Crystal Uhd 65du8000 4k Tizen Os Smart Tv 2024;SAMSUNG;2.169;2.899;;11874551;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-samsung-65-crystal-uhd-65du8000-4k-tizen-os-smart-tv-2024-101499285/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573731-290-290/imageUrl_1.jpg?v=638866029754000000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300;LG;1.499;2.119;;11874520;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-101499254/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573679-290-290/imageUrl_1.jpg?v=638866029654630000
Televisor Hisense 58 58A6K Led Ultra HD 4K;HISENSE;1.509;1.639;;11874515;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hisense-58-58a6k-led-ultra-hd-4k-101499249/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573667-290-290/imageUrl_1.jpg?v=638866029636230000
Televisor Samsung LED 50'' Crystal UHD 4K 50DU7000 Tizen OS Smart TV - Nuevo 2024;SAMSUNG;1.499;1.999;;11874514;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-led-50-crystal-uhd-4k-50du7000-tizen-os-smart-tv-nuevo-2024-101499248/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573665-290-290/imageUrl_1.jpg?v=638866029634670000
Televisor TCL LED 40 FHD Smart TV 40S5400A;TCL;769;1.299;;11874501;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-tcl-led-40-fhd-smart-tv-40s5400a-101499235/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573638-290-290/imageUrl_1.jpg?v=638866029573630000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300 + MAGIC;LG;1.599;1.949;;11874499;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-magic-101499233/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573636-290-290/imageUrl_1.jpg?v=638866029553700000
TELEVISOR HISENSE 50'' 50A5NV UHD 4K;HISENSE;1.089;1.799;;11874462;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hisense-50-50a5nv-uhd-4k-101499196/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573536-290-290/imageUrl_1.jpg?v=638866029463530000
Televisor LG 32 LED Smart TV HD con ThinQ AI 32LQ600BPSA;LG;849;1.309;;11874255;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-32-led-smart-tv-hd-con-thinq-ai-32lq600bpsa-101498988/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573049-290-290/imageUrl_1.jpg?v=638866029045000000
TV LG 50 UHD 4K Smart ThinQ AI Smart 50UT7300PSA;LG;1.269;1.889;;11874248;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/tv-lg-50-uhd-4k-smart-thinq-ai-smart-50ut7300psa-101498981/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31573038-290-290/imageUrl_1.jpg?v=638866029032270000
Televisor Hisense 50 50A6K LED 4K UHD VIDAA;HISENSE;1.199;1.599;;11874196;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-hisense-50-50a6k-led-4k-uhd-vidaa-101498929/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572927-290-290/imageUrl_1.jpg?v=638866028880800000
"Televisor LG 32"" Smart TV Con Bluetooth ThinQ AI Año 2022 32LQ630BPSA";LG;959;1.599;;11874194;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-32-smart-tv-con-bluetooth-thinq-ai-ano-2022-32lq630bpsa-101498927/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572922-290-290/imageUrl_1.jpg?v=638866028878770000
Televisor Smart Tv Samsung 43 Crystal Uhd 4k 43du7000;SAMSUNG;1.169;1.909;;11874191;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-smart-tv-samsung-43-crystal-uhd-4k-43du7000-101498924/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572917-290-290/imageUrl_1.jpg?v=638866028877370000
Televisor Samsung LED 65'' Crystal UHD 4K 65DU7000 Tizen OS Smart TV - Nuevo 2024;SAMSUNG;1.899;2.609;;11874183;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-led-65-crystal-uhd-4k-65du7000-tizen-os-smart-tv-nuevo-2024-101498916/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572901-290-290/imageUrl_1.jpg?v=638866028867630000
Televisor JVC LED 43 FHD Google TV Os LT-43KM348;GENÉRICO;839;1.069;;11874167;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-jvc-led-43-fhd-google-tv-os-lt-43km348-101498900/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572876-290-290/imageUrl_1.jpg?v=638866028846900000
TV Hisense LED 58 UHD 4K Smart TV 58A6N 2024;HISENSE;1.299;1.709;;11874105;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/tv-hisense-led-58-uhd-4k-smart-tv-58a6n-2024-101498838/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572772-290-290/imageUrl_1.jpg?v=638866028717700000
43 Pulgadas LG UHD-4K Smart TV- 43UT7300;LG;1.379;1.599;;11874088;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/43-pulgadas-lg-uhd-4k-smart-tv-43ut7300-101498821/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572739-290-290/imageUrl_1.jpg?v=638866028701230000
TELEVISOR SAMSUNG CRYSTAL UHD 4K 65 SMART TV;SAMSUNG;2.559;3.359;;11874040;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-crystal-uhd-4k-65-smart-tv-101498772/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572638-290-290/imageUrl_1.jpg?v=638866028647830000
TELEVISOR SMART TV LG 50 50UT7300PSA LED UHD 4K THINQ AI 50UT7300 + CONTROL MAGIC;LG;1.399;1.799;;11873805;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-lg-50-50ut7300psa-led-uhd-4k-thinq-ai-50ut7300-control-magic-101498536/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572267-290-290/imageUrl_1.jpg?v=638866028176700000
TELEVISOR SMART TV HISENSE FULL HD 40 40A4K FHD CON BLUETOOTH;HISENSE;689;889;;11873760;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-hisense-full-hd-40-40a4k-fhd-con-bluetooth-101498491/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572193-290-290/imageUrl_1.jpg?v=638866028088500000
TELEVISOR LG 65 PULG. LED SMART TV 4K UHD CON THINQ AI 65UT7300PSA L CONTROL MAGIC;LG;2.109;2.599;;11873721;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-65-pulg-led-smart-tv-4k-uhd-con-thinq-ai-65ut7300psa-l-control-magic-101498452/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572138-290-290/imageUrl_1.jpg?v=638866028035300000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300 + MAGIC;LG;1.609;1.959;;11873705;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-magic-101498436/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572117-290-290/imageUrl_1.jpg?v=638866028018730000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300;LG;1.509;1.809;;11873701;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-101498432/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31572113-290-290/imageUrl_1.jpg?v=638866028016700000
TELEVISOR LG 55 4K SMART TV UHD 55UT7300 + MAGIC;LG;1.609;1.959;;11872560;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-55-4k-smart-tv-uhd-55ut7300-magic-101497290/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31568175-290-290/imageUrl_1.jpg?v=638865508994570000
"Televisor LG 32""  Smart TV Año 2025 webOS22 ThinQ AI + Magic Remote 32LQ600BPSA";LG;869;1.299;;11872470;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-32-smart-tv-ano-2025-webos22-thinq-ai-magic-remote-32lq600bpsa-101497200/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31567846-290-290/imageUrl_1.jpg?v=638865164520370000
"Televisor LG 32""  Smart TV Año 2025 webOS22 ThinQ AI con Magic Remote 32LQ600BPSA";LG;869;1.299;;11872456;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-32-smart-tv-ano-2025-webos22-thinq-ai-con-magic-remote-32lq600bpsa-101497186/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31567779-290-290/imageUrl_1.jpg?v=638865164500170000
"Televisor LG 32"" Smart TV webOS22 ThinQ AI Año 2025 32LQ600BPSA";LG;799;899;;11871609;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-32-smart-tv-webos22-thinq-ai-ano-2025-32lq600bpsa-101496336/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31565850-290-290/imageUrl_1.jpg?v=638865163506330000
"Televisor LG 43"" Smart Full HD AI 43LR6300PSA + Magic Remote MR24";LG;999;1.799;;11869949;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-43-smart-full-hd-ai-43lr6300psa-magic-remote-mr24-101494708/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31555225-290-290/imageUrl_1.jpg?v=638866430120700000
Televisor Smart Tv 40 Led Full HD Google TV Master G Garantía 2 años;MASTER G;589;799;;11869374;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-40-led-full-hd-google-tv-master-g-garantia-2-anos-101494128/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31552009-290-290/imageUrl_1.jpg?v=638864299432230000
Televisor Samsung UN32H5000FG 32'' HD Smart TV AÑO 2025;SAMSUNG;719;899;;11868391;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-samsung-un32h5000fg-32---hd-smart-tv-a%C3%B1o-2025-101493143/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31546440-290-290/imageUrl_1.jpg?v=638863435423030000
"Televisor Innos Smart TV 42"" (S4201KU)";INNOS;599;799;;11868355;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-innos-smart-tv-42---s4201ku--101493107/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31546346-290-290/imageUrl_1.jpg?v=638863435405630000
"Televisor Innos Smart TV 32""";INNOS;429;559;;11868261;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-innos-smart-tv-32-101493012/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31545970-290-290/imageUrl_1.jpg?v=638863435336900000
TELEVISOR SMART TV JVC 55 LT-55KB548 ULTRA HD 4K GOOGLE TV;JVC;1.049;1.999;;11867921;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-smart-tv-jvc-55-lt-55kb548-ultra-hd-4k-google-tv-101492672/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31544429-290-290/image-0f45ccd4facc41a8bf69e0273be6526f.jpg?v=638862980433000000
"Televisor Samsung Smart TV 43"" Crystal UHD 4K UN43DU7000GXPE";SAMSUNG;1.049;1.599;;11867871;Tecnología / Televisores / TV CRYSTAL UHD;https://www.plazavea.com.pe/televisor-samsung-smart-tv-43-crystal-uhd-4k-un43du7000gxpe-101492622/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31544225-290-290/imageUrl_1.jpg?v=638862571410030000
"Televisor TCL QLED 75"" UHD 4K Smart TV 75T6C Modelo 2025";TCL;2.249;3.199;;11867168;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-tcl-qled-75-uhd-4k-smart-tv-75t6c-modelo-2025-101491911/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31541413-290-290/imageUrl_1.jpg?v=638860844103670000
"Televisor TCL 75C7K 75"" 4K Premium QD Mini LED TV '25";TCL;4.799;5.199;4.599;11865114;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-tcl-75c7k-75--4k-premium-qd-mini-led-tv--25-101489849/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532387-290-290/image-b37736069df84511b12b09a0bc020c96.jpg?v=638859896179400000
"Televisor LG 50NANO80ASA 50"" Nanocell 4K";LG;1.799;2.249;;11865113;Tecnología / Televisores / TV LED;https://www.plazavea.com.pe/televisor-lg-50nano80asa-50--nanocell-4k-101489848/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532370-290-290/image-a4761a2dbd6a43d6b1415db5cb8bdb70.jpg?v=638859896173370000
"Televisor Samsung QN75QN85FAGXPE 75"" Neo QLED QN85F Vision AI Smart TV (2025)";SAMSUNG;7.199;7.599;6.999;11865111;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-samsung-qn75qn85fagxpe-75--neo-qled-qn85f-vision-ai-smart-tv--2025--101489846/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532353-290-290/image-90602de4e805444187ac4ec9e71eac56.jpg?v=638859896165100000
"Televisor Samsung 75"" QN75Q7FAAGXPE QLED Tizen 8.0";SAMSUNG;3.749;4.299;3.649;11865108;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-samsung-75--qn75q7faagxpe-qled-tizen-8-0-101489843/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532336-290-290/image-c0888cbfbb724d7d84151522deeef5b5.jpg?v=638859896148570000
"Televisor LG OLED65C5PSA 65"" 4K OLED WebOS ThinQ AI";LG;7.199;8.499;;11865100;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-lg-oled65c5psa-65--4k-oled-webos-thinq-ai-101489835/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532260-290-290/image-5f1a2dc4742c43638476752a1fe4b3aa.jpg?v=638859896108630000
"Televisor LG OLED77B5PSA 77"" 4K OLED WebOS ThinQ AI";LG;8.499;9.999;;11865097;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-lg-oled77b5psa-77--4k-oled-webos-thinq-ai-101489830/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532235-290-290/image-256e036b73b34e9e886a409fb95e6599.jpg?v=638859895678670000
"Televisor TCL 65C7K 65"" 4K Premium QD Mini LED TV '25";TCL;3.299;3.499;3.199;11865094;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-tcl-65c7k-65--4k-premium-qd-mini-led-tv--25-101489829/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532212-290-290/image-c3a2e0fc997d4743a87209aa5d6544e1.jpg?v=638859895669370000
"Televisor LG OLED55B5PSA 55"" 4K OLED WebOS ThinQ AI";LG;3.999;5.499;;11865089;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-lg-oled55b5psa-55--4k-oled-webos-thinq-ai-101489824/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31580831-290-290/2894570.jpg?v=638866626839470000
"Televisor Samsung 65"" QN65Q7F5A QLED Tizen 8.0 UHD 4K + Soundbar C400";SAMSUNG;2.699;3.199;2.599;11865088;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-samsung-65--f-qn65q7f5a-01-qled-tizen-8-0-uhd-4k-101489823/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31580812-290-290/2899253.jpg?v=638866624304800000
"Televisor Samsung QN65QN70FAGXPE 65"" Neo QLED 4K QN70F Vision AI SmartTV(2025)";SAMSUNG;3.999;4.299;3.799;11865087;Tecnología / Televisores / TV QLED;https://www.plazavea.com.pe/televisor-samsung-qn65qn70fagxpe-65--neo-qled-4k-qn70f-vision-ai-smarttv-2025--101489822/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532141-290-290/image-a52e5c720a1e489b9c1c11ec66837673.jpg?v=638859895634730000
"Televisor LG OLED77G5PSA 77"" 4K OLED WebOS ThinQ AI";LG;13.499;17.999;;11865084;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-lg-oled77g5psa-77--4k-oled-webos-thinq-ai-101489819/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532092-290-290/image-a35916788a2b4f95819feebbbca1d0b6.jpg?v=638859895620930000
"Televisor LG OLED77C5PSA 77"" 4K OLED WebOS ThinQ AI";LG;10.299;14.999;;11865083;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-lg-oled77c5psa-77--4k-oled-webos-thinq-ai-101489818/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532081-290-290/image-d5d918651bf045799ded8280db1fce6e.jpg?v=638859895614600000
"Televisor Samsung 77"" S90F Vision AI Smart TV (2025) OLED Tizen 8.0 UHD 4K";SAMSUNG;10.599;11.599;;11865080;Tecnología / Televisores / TV OLED;https://www.plazavea.com.pe/televisor-samsung-77--s90f-vision-ai-smart-tv--2025--oled-tizen-8-0-uhd-4k-101489815/p;Sí;https://plazavea.vteximg.com.br/arquivos/ids/31532038-290-290/image-c6ec9681b74e48ac8ca343139fdd6b9e.jpg?v=638859895598470000
